"SECONDS";"PID";"VALUE";"UNITS"
"32815.757139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32815.757139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32815.831139";"Температура охлаждающей жидкости";"16";"℃"
"32815.887139";"Обороты двигателя";"1044";"rpm"
"32815.915139";"Пройденный путь";"0";"km"
"32815.915139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32815.915139";"Скорость автомобиля";"0";"km/h"
"32815.915139";"Средняя скорость";"0";"km/h"
"32815.915139";"Ускорение";"0";"g"
"32815.955139";"Power from MAF";"5.808";"hp"
"32815.955139";"Использовано топлива";"0.0923619689465101";"L"
"32815.955139";"Использовано топлива (общий)";"1.9975632048126";"L"
"32815.955139";"Массовый расход воздуха";"4.84";"g/sec"
"32815.955139";"Мгновенный расход топлива (л/ч)";"1.6237070170534";"L/h"
"32815.955139";"Моментальная мощность двигателя (от расхода топлива)";"6.35226318556362";"hp"
"32815.955139";"Средний расход топлива (л/100 км) (общий)";"18.3278153689338";"L/100km"
"32815.955139";"Стоимость топлива";"4.38719352495923";"₽"
"32815.955139";"Стоимость топлива (общий)";"91.34";"₽"
"32815.982139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32815.982139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32816.060139";"Температура охлаждающей жидкости";"16";"℃"
"32816.098139";"Обороты двигателя";"1044";"rpm"
"32816.140139";"Пройденный путь";"0";"km"
"32816.140139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32816.140139";"Скорость автомобиля";"0";"km/h"
"32816.140139";"Средняя скорость";"0";"km/h"
"32816.140139";"Ускорение";"0";"g"
"32816.170139";"Power from MAF";"5.808";"hp"
"32816.170139";"Использовано топлива";"0.0924589065105768";"L"
"32816.170139";"Использовано топлива (общий)";"1.99766014237667";"L"
"32816.170139";"Массовый расход воздуха";"4.84";"g/sec"
"32816.170139";"Мгновенный расход топлива (л/ч)";"1.6237070170534";"L/h"
"32816.170139";"Моментальная мощность двигателя (от расхода топлива)";"6.35226318556362";"hp"
"32816.170139";"Средний расход топлива (л/100 км) (общий)";"18.3287047794778";"L/100km"
"32816.170139";"Стоимость топлива";"4.3917980592524";"₽"
"32816.170139";"Стоимость топлива (общий)";"91.34";"₽"
"32816.207139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32816.207139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32816.280139";"Температура охлаждающей жидкости";"16";"℃"
"32816.344139";"Обороты двигателя";"1044";"rpm"
"32816.423139";"Пройденный путь";"0";"km"
"32816.423139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32816.423139";"Скорость автомобиля";"0";"km/h"
"32816.423139";"Средняя скорость";"0";"km/h"
"32816.423139";"Ускорение";"0";"g"
"32816.459139";"Power from MAF";"5.808";"hp"
"32816.459139";"Использовано топлива";"0.0925893502161028";"L"
"32816.459139";"Использовано топлива (общий)";"1.99779058608219";"L"
"32816.459139";"Массовый расход воздуха";"4.84";"g/sec"
"32816.459139";"Мгновенный расход топлива (л/ч)";"1.6237070170534";"L/h"
"32816.459139";"Моментальная мощность двигателя (от расхода топлива)";"6.35226318556362";"hp"
"32816.459139";"Средний расход топлива (л/100 км) (общий)";"18.3299016117708";"L/100km"
"32816.459139";"Стоимость топлива";"4.39799413526489";"₽"
"32816.459139";"Стоимость топлива (общий)";"91.34";"₽"
"32816.496139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32816.496139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32816.569139";"Температура охлаждающей жидкости";"16";"℃"
"32816.605139";"Обороты двигателя";"1036";"rpm"
"32816.643139";"Пройденный путь";"0";"km"
"32816.643139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32816.643139";"Скорость автомобиля";"0";"km/h"
"32816.643139";"Средняя скорость";"0";"km/h"
"32816.643139";"Ускорение";"0";"g"
"32816.680139";"Power from MAF";"5.7";"hp"
"32816.680139";"Использовано топлива";"0.0926872568301183";"L"
"32816.680139";"Использовано топлива (общий)";"1.99788849269621";"L"
"32816.680139";"Массовый расход воздуха";"4.75";"g/sec"
"32816.680139";"Мгновенный расход топлива (л/ч)";"1.59351411797596";"L/h"
"32816.680139";"Моментальная мощность двигателя (от расхода топлива)";"6.23414258913785";"hp"
"32816.680139";"Средний расход топлива (л/100 км) (общий)";"18.3307999134319";"L/100km"
"32816.680139";"Стоимость топлива";"4.40264469943062";"₽"
"32816.680139";"Стоимость топлива (общий)";"91.34";"₽"
"32816.717139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32816.717139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32816.781139";"Температура охлаждающей жидкости";"16";"℃"
"32816.820139";"Обороты двигателя";"1036";"rpm"
"32816.864139";"Пройденный путь";"0";"km"
"32816.864139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32816.864139";"Скорость автомобиля";"0";"km/h"
"32816.864139";"Средняя скорость";"0";"km/h"
"32816.864139";"Ускорение";"0";"g"
"32816.905139";"Power from MAF";"5.7";"hp"
"32816.905139";"Использовано топлива";"0.0927867153940918";"L"
"32816.905139";"Использовано топлива (общий)";"1.99798795126018";"L"
"32816.905139";"Массовый расход воздуха";"4.75";"g/sec"
"32816.905139";"Мгновенный расход топлива (л/ч)";"1.59351411797596";"L/h"
"32816.905139";"Моментальная мощность двигателя (от расхода топлива)";"6.23414258913785";"hp"
"32816.905139";"Средний расход топлива (л/100 км) (общий)";"18.3317124543683";"L/100km"
"32816.905139";"Стоимость топлива";"4.40736898121936";"₽"
"32816.905139";"Стоимость топлива (общий)";"91.34";"₽"
"32816.953139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32816.953139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32817.044139";"Температура охлаждающей жидкости";"16";"℃"
"32817.083139";"Обороты двигателя";"1036";"rpm"
"32817.123139";"Пройденный путь";"0";"km"
"32817.123139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32817.123139";"Скорость автомобиля";"0";"km/h"
"32817.123139";"Средняя скорость";"0";"km/h"
"32817.123139";"Ускорение";"0";"g"
"32817.160139";"Power from MAF";"5.7";"hp"
"32817.160139";"Использовано топлива";"0.0928997657039418";"L"
"32817.160139";"Использовано топлива (общий)";"1.99810100157003";"L"
"32817.160139";"Массовый расход воздуха";"4.75";"g/sec"
"32817.160139";"Мгновенный расход топлива (л/ч)";"1.59351411797596";"L/h"
"32817.160139";"Моментальная мощность двигателя (от расхода топлива)";"6.23414258913785";"hp"
"32817.160139";"Средний расход топлива (л/100 км) (общий)";"18.33274970075";"L/100km"
"32817.160139";"Стоимость топлива";"4.41273887093724";"₽"
"32817.160139";"Стоимость топлива (общий)";"91.34";"₽"
"32817.201139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32817.201139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32817.285139";"Температура охлаждающей жидкости";"16";"℃"
"32817.326139";"Обороты двигателя";"1036";"rpm"
"32817.388139";"Пройденный путь";"0";"km"
"32817.388139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32817.388139";"Скорость автомобиля";"0";"km/h"
"32817.388139";"Средняя скорость";"0";"km/h"
"32817.388139";"Ускорение";"0";"g"
"32817.420139";"Power from MAF";"5.7";"hp"
"32817.420139";"Использовано топлива";"0.093014839688193";"L"
"32817.420139";"Использовано топлива (общий)";"1.99821607555428";"L"
"32817.420139";"Массовый расход воздуха";"4.75";"g/sec"
"32817.420139";"Мгновенный расход топлива (л/ч)";"1.59351411797596";"L/h"
"32817.420139";"Моментальная мощность двигателя (от расхода топлива)";"6.23414258913785";"hp"
"32817.420139";"Средний расход топлива (л/100 км) (общий)";"18.3338055145195";"L/100km"
"32817.420139";"Стоимость топлива";"4.41820488518917";"₽"
"32817.420139";"Стоимость топлива (общий)";"91.34";"₽"
"32817.458139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32817.458139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32817.522139";"Температура охлаждающей жидкости";"16";"℃"
"32817.558139";"Обороты двигателя";"1031";"rpm"
"32817.598139";"Пройденный путь";"0";"km"
"32817.598139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32817.598139";"Скорость автомобиля";"0";"km/h"
"32817.598139";"Средняя скорость";"0";"km/h"
"32817.598139";"Ускорение";"0";"g"
"32817.625139";"Power from MAF";"5.676";"hp"
"32817.625139";"Использовано топлива";"0.093104985219178";"L"
"32817.625139";"Использовано топлива (общий)";"1.99830622108527";"L"
"32817.625139";"Массовый расход воздуха";"4.73";"g/sec"
"32817.625139";"Мгновенный расход топлива (л/ч)";"1.58680458484764";"L/h"
"32817.625139";"Моментальная мощность двигателя (от расхода топлива)";"6.2078935677099";"hp"
"32817.625139";"Средний расход топлива (л/100 км) (общий)";"18.3346326075718";"L/100km"
"32817.625139";"Стоимость топлива";"4.42248679791096";"₽"
"32817.625139";"Стоимость топлива (общий)";"91.34";"₽"
"32817.659139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32817.659139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32817.733139";"Температура охлаждающей жидкости";"16";"℃"
"32817.767139";"Обороты двигателя";"1031";"rpm"
"32817.802139";"Пройденный путь";"0";"km"
"32817.802139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32817.802139";"Скорость автомобиля";"0";"km/h"
"32817.802139";"Средняя скорость";"0";"km/h"
"32817.802139";"Ускорение";"0";"g"
"32817.837139";"Power from MAF";"5.676";"hp"
"32817.837139";"Использовано топлива";"0.0931988166768241";"L"
"32817.837139";"Использовано топлива (общий)";"1.99840005254291";"L"
"32817.837139";"Массовый расход воздуха";"4.73";"g/sec"
"32817.837139";"Мгновенный расход топлива (л/ч)";"1.58680458484764";"L/h"
"32817.837139";"Моментальная мощность двигателя (от расхода топлива)";"6.2078935677099";"hp"
"32817.837139";"Средний расход топлива (л/100 км) (общий)";"18.3354935193203";"L/100km"
"32817.837139";"Стоимость топлива";"4.42694379214915";"₽"
"32817.837139";"Стоимость топлива (общий)";"91.34";"₽"
"32817.875139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32817.875139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32817.931139";"Температура охлаждающей жидкости";"16";"℃"
"32817.978139";"Обороты двигателя";"1031";"rpm"
"32818.002139";"Пройденный путь";"0";"km"
"32818.002139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32818.002139";"Скорость автомобиля";"0";"km/h"
"32818.002139";"Средняя скорость";"0";"km/h"
"32818.002139";"Ускорение";"0";"g"
"32818.037139";"Power from MAF";"5.676";"hp"
"32818.037139";"Использовано топлива";"0.093286913687168";"L"
"32818.037139";"Использовано топлива (общий)";"1.99848814955326";"L"
"32818.037139";"Массовый расход воздуха";"4.73";"g/sec"
"32818.037139";"Мгновенный расход топлива (л/ч)";"1.58680458484764";"L/h"
"32818.037139";"Моментальная мощность двигателя (от расхода топлива)";"6.2078935677099";"hp"
"32818.037139";"Средний расход топлива (л/100 км) (общий)";"18.3363018170184";"L/100km"
"32818.037139";"Стоимость топлива";"4.43112840014048";"₽"
"32818.037139";"Стоимость топлива (общий)";"91.34";"₽"
"32818.072139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32818.072139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32818.141139";"Температура охлаждающей жидкости";"16";"℃"
"32818.176139";"Обороты двигателя";"1031";"rpm"
"32818.222139";"Пройденный путь";"0";"km"
"32818.222139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32818.222139";"Скорость автомобиля";"0";"km/h"
"32818.222139";"Средняя скорость";"0";"km/h"
"32818.222139";"Ускорение";"0";"g"
"32818.257139";"Power from MAF";"5.676";"hp"
"32818.257139";"Использовано топлива";"0.0933837484810362";"L"
"32818.257139";"Использовано топлива (общий)";"1.99858498434712";"L"
"32818.257139";"Массовый расход воздуха";"4.73";"g/sec"
"32818.257139";"Мгновенный расход топлива (л/ч)";"1.58680458484764";"L/h"
"32818.257139";"Моментальная мощность двигателя (от расхода топлива)";"6.2078935677099";"hp"
"32818.257139";"Средний расход топлива (л/100 км) (общий)";"18.3371902846368";"L/100km"
"32818.257139";"Стоимость топлива";"4.43572805284922";"₽"
"32818.257139";"Стоимость топлива (общий)";"91.34";"₽"
"32818.294139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32818.294139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32818.414139";"Температура охлаждающей жидкости";"16";"℃"
"32818.461139";"Обороты двигателя";"1051";"rpm"
"32818.498139";"Пройденный путь";"0";"km"
"32818.498139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32818.498139";"Скорость автомобиля";"0";"km/h"
"32818.498139";"Средняя скорость";"0";"km/h"
"32818.498139";"Ускорение";"0";"g"
"32818.525139";"Power from MAF";"5.724";"hp"
"32818.525139";"Использовано топлива";"0.0935027291545056";"L"
"32818.525139";"Использовано топлива (общий)";"1.99870396502059";"L"
"32818.525139";"Массовый расход воздуха";"4.77";"g/sec"
"32818.525139";"Мгновенный расход топлива (л/ч)";"1.60022365110428";"L/h"
"32818.525139";"Моментальная мощность двигателя (от расхода топлива)";"6.2603916105658";"hp"
"32818.525139";"Средний расход топлива (л/100 км) (общий)";"18.3382819426182";"L/100km"
"32818.525139";"Стоимость топлива";"4.44137963483902";"₽"
"32818.525139";"Стоимость топлива (общий)";"91.34";"₽"
"32818.563139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32818.563139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32818.615139";"Температура охлаждающей жидкости";"16";"℃"
"32818.652139";"Обороты двигателя";"1051";"rpm"
"32818.689139";"Пройденный путь";"0";"km"
"32818.689139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32818.689139";"Скорость автомобиля";"0";"km/h"
"32818.689139";"Средняя скорость";"0";"km/h"
"32818.689139";"Ускорение";"0";"g"
"32818.726139";"Power from MAF";"5.724";"hp"
"32818.726139";"Использовано топлива";"0.0935920125663032";"L"
"32818.726139";"Использовано топлива (общий)";"1.99879324843239";"L"
"32818.726139";"Массовый расход воздуха";"4.77";"g/sec"
"32818.726139";"Мгновенный расход топлива (л/ч)";"1.60022365110428";"L/h"
"32818.726139";"Моментальная мощность двигателя (от расхода топлива)";"6.2603916105658";"hp"
"32818.726139";"Средний расход топлива (л/100 км) (общий)";"18.3391011256523";"L/100km"
"32818.726139";"Стоимость топлива";"4.4456205968994";"₽"
"32818.726139";"Стоимость топлива (общий)";"91.34";"₽"
"32818.763139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32818.763139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32818.832139";"Температура охлаждающей жидкости";"16";"℃"
"32818.866139";"Обороты двигателя";"1051";"rpm"
"32818.899139";"Пройденный путь";"0";"km"
"32818.899139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32818.899139";"Скорость автомобиля";"0";"km/h"
"32818.899139";"Средняя скорость";"0";"km/h"
"32818.899139";"Ускорение";"0";"g"
"32818.922139";"Power from MAF";"5.724";"hp"
"32818.922139";"Использовано топлива";"0.0936794337622775";"L"
"32818.922139";"Использовано топлива (общий)";"1.99888066962837";"L"
"32818.922139";"Массовый расход воздуха";"4.77";"g/sec"
"32818.922139";"Мгновенный расход топлива (л/ч)";"1.60022365110428";"L/h"
"32818.922139";"Моментальная мощность двигателя (от расхода топлива)";"6.2603916105658";"hp"
"32818.922139";"Средний расход топлива (л/100 км) (общий)";"18.339903222695";"L/100km"
"32818.922139";"Стоимость топлива";"4.44977310370818";"₽"
"32818.922139";"Стоимость топлива (общий)";"94.9462520043996";"₽"
"32818.957139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32818.957139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32819.024139";"Температура охлаждающей жидкости";"16";"℃"
"32819.057139";"Обороты двигателя";"1051";"rpm"
"32819.091139";"Пройденный путь";"0";"km"
"32819.091139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32819.091139";"Скорость автомобиля";"0";"km/h"
"32819.091139";"Средняя скорость";"0";"km/h"
"32819.091139";"Ускорение";"0";"g"
"32819.126139";"Power from MAF";"5.724";"hp"
"32819.126139";"Использовано топлива";"0.0937701650653247";"L"
"32819.126139";"Использовано топлива (общий)";"1.99897140093141";"L"
"32819.126139";"Массовый расход воздуха";"4.77";"g/sec"
"32819.126139";"Мгновенный расход топлива (л/ч)";"1.60022365110428";"L/h"
"32819.126139";"Моментальная мощность двигателя (от расхода топлива)";"6.2603916105658";"hp"
"32819.126139";"Средний расход топлива (л/100 км) (общий)";"18.3407356902567";"L/100km"
"32819.126139";"Стоимость топлива";"4.45408284060292";"₽"
"32819.126139";"Стоимость топлива (общий)";"94.95";"₽"
"32819.162139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32819.162139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32819.235139";"Температура охлаждающей жидкости";"16";"℃"
"32819.271139";"Обороты двигателя";"1051";"rpm"
"32819.320139";"Пройденный путь";"0";"km"
"32819.320139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32819.320139";"Скорость автомобиля";"0";"km/h"
"32819.320139";"Средняя скорость";"0";"km/h"
"32819.320139";"Ускорение";"0";"g"
"32819.389139";"Power from MAF";"5.724";"hp"
"32819.389139";"Использовано топлива";"0.0938866841947628";"L"
"32819.389139";"Использовано топлива (общий)";"1.99908792006085";"L"
"32819.389139";"Массовый расход воздуха";"4.77";"g/sec"
"32819.389139";"Мгновенный расход топлива (л/ч)";"1.60022365110428";"L/h"
"32819.389139";"Моментальная мощность двигателя (от расхода топлива)";"6.2603916105658";"hp"
"32819.389139";"Средний расход топлива (л/100 км) (общий)";"18.3418047633584";"L/100km"
"32819.389139";"Стоимость топлива";"4.45961749925123";"₽"
"32819.389139";"Стоимость топлива (общий)";"94.95";"₽"
"32819.436139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32819.436139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32819.516139";"Температура охлаждающей жидкости";"16";"℃"
"32819.552139";"Обороты двигателя";"1038";"rpm"
"32819.595139";"Пройденный путь";"0";"km"
"32819.595139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32819.595139";"Скорость автомобиля";"0";"km/h"
"32819.595139";"Средняя скорость";"0";"km/h"
"32819.595139";"Ускорение";"0";"g"
"32819.633139";"Power from MAF";"5.616";"hp"
"32819.633139";"Использовано топлива";"0.0939931863149753";"L"
"32819.633139";"Использовано топлива (общий)";"1.99919442218106";"L"
"32819.633139";"Массовый расход воздуха";"4.68";"g/sec"
"32819.633139";"Мгновенный расход топлива (л/ч)";"1.57003075202684";"L/h"
"32819.633139";"Моментальная мощность двигателя (от расхода топлива)";"6.14227101414003";"hp"
"32819.633139";"Средний расход топлива (л/100 км) (общий)";"18.3427819295332";"L/100km"
"32819.633139";"Стоимость топлива";"4.46467634996133";"₽"
"32819.633139";"Стоимость топлива (общий)";"94.95";"₽"
"32819.670139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32819.670139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32819.737139";"Температура охлаждающей жидкости";"16";"℃"
"32819.772139";"Обороты двигателя";"1038";"rpm"
"32819.806139";"Пройденный путь";"0";"km"
"32819.806139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32819.806139";"Скорость автомобиля";"0";"km/h"
"32819.806139";"Средняя скорость";"0";"km/h"
"32819.806139";"Ускорение";"0";"g"
"32819.839139";"Power from MAF";"5.616";"hp"
"32819.839139";"Использовано топлива";"0.0940832847975025";"L"
"32819.839139";"Использовано топлива (общий)";"1.99928452066359";"L"
"32819.839139";"Массовый расход воздуха";"4.68";"g/sec"
"32819.839139";"Мгновенный расход топлива (л/ч)";"1.57003075202684";"L/h"
"32819.839139";"Моментальная мощность двигателя (от расхода топлива)";"6.14227101414003";"hp"
"32819.839139";"Средний расход топлива (л/100 км) (общий)";"18.3436085909118";"L/100km"
"32819.839139";"Стоимость топлива";"4.46895602788137";"₽"
"32819.839139";"Стоимость топлива (общий)";"94.95";"₽"
"32819.884139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32819.884139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32819.965139";"Температура охлаждающей жидкости";"16";"℃"
"32820.001139";"Обороты двигателя";"1038";"rpm"
"32820.037139";"Пройденный путь";"0";"km"
"32820.037139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32820.037139";"Скорость автомобиля";"0";"km/h"
"32820.037139";"Средняя скорость";"0";"km/h"
"32820.037139";"Ускорение";"0";"g"
"32820.073139";"Power from MAF";"5.616";"hp"
"32820.073139";"Использовано топлива";"0.0941850789624452";"L"
"32820.073139";"Использовано топлива (общий)";"1.99938631482853";"L"
"32820.073139";"Массовый расход воздуха";"4.68";"g/sec"
"32820.073139";"Мгновенный расход топлива (л/ч)";"1.57003075202684";"L/h"
"32820.073139";"Моментальная мощность двигателя (от расхода топлива)";"6.14227101414003";"hp"
"32820.073139";"Средний расход топлива (л/100 км) (общий)";"18.3445425611893";"L/100km"
"32820.073139";"Стоимость топлива";"4.47379125071615";"₽"
"32820.073139";"Стоимость топлива (общий)";"94.95";"₽"
"32820.109139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32820.109139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32820.179139";"Температура охлаждающей жидкости";"16";"℃"
"32820.214139";"Обороты двигателя";"1038";"rpm"
"32820.251139";"Пройденный путь";"0";"km"
"32820.251139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32820.251139";"Скорость автомобиля";"0";"km/h"
"32820.251139";"Средняя скорость";"0";"km/h"
"32820.251139";"Ускорение";"0";"g"
"32820.286139";"Power from MAF";"5.616";"hp"
"32820.286139";"Использовано топлива";"0.0942782713214052";"L"
"32820.286139";"Использовано топлива (общий)";"1.99947950718749";"L"
"32820.286139";"Массовый расход воздуха";"4.68";"g/sec"
"32820.286139";"Мгновенный расход топлива (л/ч)";"1.57003075202684";"L/h"
"32820.286139";"Моментальная мощность двигателя (от расхода топлива)";"6.14227101414003";"hp"
"32820.286139";"Средний расход топлива (л/100 км) (общий)";"18.3453976091521";"L/100km"
"32820.286139";"Стоимость топлива";"4.47821788776675";"₽"
"32820.286139";"Стоимость топлива (общий)";"94.95";"₽"
"32820.386139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32820.386139";"Положение дроссельной заслонки";"5.88235294117647";"%"
"32820.448139";"Температура охлаждающей жидкости";"16";"℃"
"32820.485139";"Обороты двигателя";"1037";"rpm"
"32820.522139";"Пройденный путь";"0";"km"
"32820.522139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32820.522139";"Скорость автомобиля";"0";"km/h"
"32820.522139";"Средняя скорость";"0";"km/h"
"32820.522139";"Ускорение";"0";"g"
"32820.557139";"Power from MAF";"5.604";"hp"
"32820.557139";"Использовано топлива";"0.0943960479293635";"L"
"32820.557139";"Использовано топлива (общий)";"1.99959728379545";"L"
"32820.557139";"Массовый расход воздуха";"4.67";"g/sec"
"32820.557139";"Мгновенный расход топлива (л/ч)";"1.56667598546268";"L/h"
"32820.557139";"Моментальная мощность двигателя (от расхода топлива)";"6.12914650342606";"hp"
"32820.557139";"Средний расход топлива (л/100 км) (общий)";"18.3464782197281";"L/100km"
"32820.557139";"Стоимость топлива";"4.48381227664477";"₽"
"32820.557139";"Стоимость топлива (общий)";"94.95";"₽"
"32820.592139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32820.592139";"Положение дроссельной заслонки";"5.49019607843137";"%"
"32820.660139";"Температура охлаждающей жидкости";"16";"℃"
"32820.696139";"Обороты двигателя";"1037";"rpm"
"32820.731139";"Пройденный путь";"0";"km"
"32820.731139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32820.731139";"Скорость автомобиля";"0";"km/h"
"32820.731139";"Средняя скорость";"0";"km/h"
"32820.731139";"Ускорение";"0";"g"
"32820.776139";"Power from MAF";"5.604";"hp"
"32820.776139";"Использовано топлива";"0.0944912761967197";"L"
"32820.776139";"Использовано топлива (общий)";"1.99969251206281";"L"
"32820.776139";"Массовый расход воздуха";"4.67";"g/sec"
"32820.776139";"Мгновенный расход топлива (л/ч)";"1.56667598546268";"L/h"
"32820.776139";"Моментальная мощность двигателя (от расхода топлива)";"6.12914650342606";"hp"
"32820.776139";"Средний расход топлива (л/100 км) (общий)";"18.3473519473267";"L/100km"
"32820.776139";"Стоимость топлива";"4.48833561934419";"₽"
"32820.776139";"Стоимость топлива (общий)";"94.95";"₽"
"32820.811139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32820.811139";"Положение дроссельной заслонки";"5.49019607843137";"%"
"32820.872139";"Температура охлаждающей жидкости";"16";"℃"
"32820.898139";"Обороты двигателя";"1037";"rpm"
"32820.922139";"Пройденный путь";"0";"km"
"32820.922139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32820.922139";"Скорость автомобиля";"0";"km/h"
"32820.922139";"Средняя скорость";"0";"km/h"
"32820.922139";"Ускорение";"0";"g"
"32820.948139";"Power from MAF";"5.604";"hp"
"32820.948139";"Использовано топлива";"0.0945660693517845";"L"
"32820.948139";"Использовано топлива (общий)";"1.99976730521787";"L"
"32820.948139";"Массовый расход воздуха";"4.67";"g/sec"
"32820.948139";"Мгновенный расход топлива (л/ч)";"1.56667598546268";"L/h"
"32820.948139";"Моментальная мощность двигателя (от расхода топлива)";"6.12914650342606";"hp"
"32820.948139";"Средний расход топлива (л/100 км) (общий)";"18.3480381810006";"L/100km"
"32820.948139";"Стоимость топлива";"4.49188829420976";"₽"
"32820.948139";"Стоимость топлива (общий)";"94.95";"₽"
"32820.993139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32820.993139";"Положение дроссельной заслонки";"5.49019607843137";"%"
"32821.063139";"Температура охлаждающей жидкости";"16";"℃"
"32821.114139";"Обороты двигателя";"1037";"rpm"
"32821.140139";"Пройденный путь";"0";"km"
"32821.140139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32821.140139";"Скорость автомобиля";"0";"km/h"
"32821.140139";"Средняя скорость";"0";"km/h"
"32821.140139";"Ускорение";"0";"g"
"32821.174139";"Power from MAF";"5.604";"hp"
"32821.174139";"Использовано топлива";"0.0946646502187121";"L"
"32821.174139";"Использовано топлива (общий)";"1.9998658860848";"L"
"32821.174139";"Массовый расход воздуха";"4.67";"g/sec"
"32821.174139";"Мгновенный расход топлива (л/ч)";"1.56667598546268";"L/h"
"32821.174139";"Моментальная мощность двигателя (от расхода топлива)";"6.12914650342606";"hp"
"32821.174139";"Средний расход топлива (л/100 км) (общий)";"18.3489426689906";"L/100km"
"32821.174139";"Стоимость топлива";"4.49657088538882";"₽"
"32821.174139";"Стоимость топлива (общий)";"94.95";"₽"
"32821.209139";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"32821.209139";"Положение дроссельной заслонки";"5.49019607843137";"%"
"32821.277139";"Температура охлаждающей жидкости";"16";"℃"
"32821.313139";"Обороты двигателя";"1037";"rpm"
"32821.382139";"Пройденный путь";"0";"km"
"32821.382139";"Пройденный путь (общий)";"10.8990797026389";"km"
"32821.382139";"Скорость автомобиля";"0";"km/h"
"32821.382139";"Средняя скорость";"0";"km/h"
"32821.382139";"Ускорение";"0";"g"
"32821.427139";"Power from MAF";"5.604";"hp"
"32821.427139";"Использовано топлива";"0.094774426900382";"L"
"32821.427139";"Использовано топлива (общий)";"1.99997566276647";"L"
"32821.427139";"Массовый расход воздуха";"4.67";"g/sec"
"32821.427139";"Мгновенный расход топлива (л/ч)";"1.56667598546268";"L/h"
