time,"Fuel economizer (based on fuel system status and throttle position) ()","Power from MAF (hp)","Использовано топлива (L)","Использовано топлива (общий) (L)","Массовый расход воздуха (g/sec)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Обороты двигателя (rpm)","Положение дроссельной заслонки (%)","Пройденный путь (km)","Пройденный путь (общий) (km)","Скорость автомобиля (km/h)","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива (₽)","Стоимость топлива (общий) (₽)","Температура охлаждающей жидкости (℃)","Ускорение (g)",
16:34:17.436,,,,,,,,,,,,,0,,,,,,,,,
16:34:17.610,-1,,,,,,,,,7.45098039215686,,,,,,,,,,,,
16:34:17.669,,0,,,0,,0,0,,,,,,,,,,,,,,
16:34:17.727,,,,,,,,,,,0,3.27590062055556,0,,,,,,,,,
16:34:17.848,-1,,,,,,,,,7.45098039215686,,,,,,,,,,,,
16:34:17.907,,0,0,0.480587550464076,0,,0,0,,,,,,,14.6703946831749,,,0,22.83,,,
16:34:17.989,,,,,,,,,,,0,3.27590062055556,0,,,,0,,,,,
16:34:18.084,-1,,,,,,,,,7.45098039215686,,,,,,,,,,,,
16:34:18.131,,0,0,0.480587550464076,0,,0,0,,,,,,,14.6703946831749,,,0,22.83,,,
16:34:18.167,,,,,,,,,,,0,3.27590062055556,0,,,,0,,,,,
16:34:18.273,-1,,,,,,,,,7.45098039215686,,,,,,,,,,,,
16:34:18.325,,0,0,0.480587550464076,0,,0,0,,,,,,,14.6703946831749,,,0,22.83,,,
16:34:18.428,,,,,,,,,,,0,3.27590062055556,0,,,,0,,,,0,
16:34:18.514,-1,,,,,,,,,7.45098039215686,,,,,,,,,,,,
16:34:18.571,,0,0,0.480587550464076,0,,0,0,,,,,,,14.6703946831749,,,0,22.83,,,
16:34:18.618,,,,,,,,,,,0,3.27590062055556,0,,,,0,,,,0,
16:34:18.750,-1,,,,,,,,,7.45098039215686,,,,,,,,,,,,
16:34:18.807,,0,0,0.480587550464076,0,,0,0,,,,,,,14.6703946831749,,,0,22.83,,,
16:34:18.864,,,,,,,,,,,0,3.27590062055556,0,,,,0,,,,0,
16:34:18.958,-1,,,,,,,,,7.45098039215686,,,,,,,,,,,,
16:34:19.015,,0,0,0.480587550464076,0,,0,0,,,,,,,14.6703946831749,,,0,22.83,,,
16:34:19.073,,,,,,,,,,,0,3.27590062055556,0,,,,0,,,,0,
16:34:19.166,-1,,,,,,,,,7.45098039215686,,,,,,,,,,,,
