time,"Fuel economizer (based on fuel system status and throttle position) ()","Power from MAF (hp)","Использовано топлива (L)","Использовано топлива (общий) (L)","Массовый расход воздуха (g/sec)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Обороты двигателя (rpm)","Положение дроссельной заслонки (%)","Пройденный путь (km)","Пройденный путь (общий) (km)","Скорость автомобиля (km/h)","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива (₽)","Стоимость топлива (общий) (₽)","Температура охлаждающей жидкости (℃)","Ускорение (g)",
11:33:36.128,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:36.165,,8.412,0.00451348621256174,1.30771672094744,7.01,,2.3516913614761,9.20028201049607,,,,,,,15.1812358476161,,,0.214390595096683,61.9,,,
11:33:36.201,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:36.269,,,,,,,,,,,,,,,,,,,,-11,,
11:33:36.303,,,,,,,,,1289,,,,,,,,,,,,,
11:33:36.338,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:36.373,,8.412,0.00464892913288603,1.30785216386777,7.01,,2.3516913614761,9.20028201049607,,,,,,,15.1828081995516,,,0.220824133812086,61.9,,,
11:33:36.408,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:36.476,,,,,,,,,,,,,,,,,,,,-11,,
11:33:36.513,,,,,,,,,1289,,,,,,,,,,,,,
11:33:36.548,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:36.583,,8.436,0.00478648646817631,1.30798972120306,7.03,,2.35840089460442,9.22653103192402,,,,,,,15.1844050976536,,,0.227358107238375,61.9,,,
11:33:36.617,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:36.695,,,,,,,,,,,,,,,,,,,,-10,,
11:33:36.731,,,,,,,,,1292,,,,,,,,,,,,,
11:33:36.765,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:36.799,,8.436,0.00492833471736092,1.30813156945224,7.03,,2.35840089460442,9.22653103192402,,,,,,,15.1860518088189,,,0.234095899074644,61.9,,,
11:33:36.834,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:36.976,,,,,,,,,,,,,,,,,,,,-10,,
11:33:37.010,,,,,,,,,1292,,,,,,,,,,,,,
11:33:37.079,,8.436,0.00511150516373125,1.30831473989861,7.03,,2.35840089460442,9.22653103192402,,,,,,,15.1881782278684,,,0.242796495277234,61.9,,,
11:33:37.114,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:37.182,,,,,,,,,,,,,,,,,,,,-10,,
11:33:37.228,,,,,,,,,1292,,,,,,,,,,,,,
11:33:37.263,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:37.297,,8.436,0.00525429644571801,1.3084575311806,7.03,,2.35840089460442,9.22653103192402,,,,,,,15.1898358866672,,,0.249579081171606,61.9,,,
11:33:37.333,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:37.401,,,,,,,,,,,,,,,,,,,,-10,,
11:33:37.435,,,,,,,,,1292,,,,,,,,,,,,,
11:33:37.470,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:37.504,,8.436,0.00538970809477215,1.30859294282965,7.03,,2.35840089460442,9.22653103192402,,,,,,,15.1914078755757,,,0.256011134501677,61.9,,,
11:33:37.539,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:37.599,,,,,,,,,,,,,,,,,,,,-10,,
11:33:37.635,,,,,,,,,1300,,,,,,,,,,,,,
11:33:37.669,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:37.704,,8.52,0.00552206973394837,1.30872530446883,7.1,,2.38188426055354,9.31840260692185,,,,,,,15.1929444570304,,,0.262298312362548,61.9,,,
11:33:37.739,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:37.798,,,,,,,,,,,,,,,,,,,,-10,,
11:33:37.832,,,,,,,,,1300,,,,,,,,,,,,,
11:33:37.876,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:37.947,,8.52,0.00568287748905041,1.30888611222393,7.1,,2.38188426055354,9.31840260692185,,,,,,,15.1948112684103,,,0.269936680729895,61.9,,,
11:33:38.050,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:38.119,,,,,,,,,,,,,,,,,,,,-10,,
11:33:38.154,,,,,,,,,1300,,,,,,,,,,,,,
11:33:38.189,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:38.224,,8.52,0.00586624347451309,1.30906947820939,7.1,,2.38188426055354,9.31840260692185,,,,,,,15.196939957466,,,0.278646565039372,61.9,,,
11:33:38.252,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:38.319,,,,,,,,,,,,,,,,,,,,-10,,
11:33:38.355,,,,,,,,,1300,,,,,,,,,,,,,
11:33:38.389,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:38.424,,8.52,0.00599856978240611,1.30920180451729,7.1,,2.38188426055354,9.31840260692185,,,,,,,15.1984761287612,,,0.28493206466429,61.9,,,
11:33:38.458,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:38.526,,,,,,,,,,,,,,,,,,,,-10,,
11:33:38.562,,,,,,,,,1300,,,,,,,,,,,,,
11:33:38.597,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:38.632,,8.364,0.0061338946284596,1.30933712936334,6.97,,2.33827229521946,9.14778396764017,,,,,,,15.2000471099768,,,0.291359994851831,61.9,,,
11:33:38.667,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:38.734,,,,,,,,,,,,,,,,,,,,-10,,
11:33:38.768,,,,,,,,,1301,,,,,,,,,,,,,
11:33:38.802,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:38.836,,8.364,0.00626598376032056,1.3094692184952,6.97,,2.33827229521946,9.14778396764017,,,,,,,15.2015805279041,,,0.297634228615227,61.9,,,
11:33:38.955,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:39.016,,,,,,,,,,,,,,,,,,,,-10,,
11:33:39.042,,,,,,,,,1301,,,,,,,,,,,,,
11:33:39.076,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:39.111,,8.364,0.00644472960842419,1.30964796434331,6.97,,2.33827229521946,9.14778396764017,,,,,,,15.2036555819531,,,0.306124656400149,61.9,,,
11:33:39.145,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:39.239,,,,,,,,,,,,,,,,,,,,-10,,
11:33:39.273,,,,,,,,,1301,,,,,,,,,,,,,
11:33:39.307,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:39.341,,8.364,0.00659425289851831,1.3097974876334,6.97,,2.33827229521946,9.14778396764017,,,,,,,15.2053913923892,,,0.31322701267962,61.9,,,
11:33:39.375,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:39.445,,,,,,,,,,,,,,,,,,,,-10,,
11:33:39.469,,,,,,,,,1301,,,,,,,,,,,,,
11:33:39.502,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:39.526,,8.364,0.00671411903671605,1.3099173537716,6.97,,2.33827229521946,9.14778396764017,,,,,,,15.2067829140276,,,0.318920654244013,61.9,,,
11:33:39.554,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:39.612,,,,,,,,,,,,,,,,,,,,-9,,
11:33:39.646,,,,,,,,,1292,,,,,,,,,,,,,
11:33:39.681,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:39.716,,8.28,0.00683637024163638,1.31003960497652,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2082021238189,,,0.324727586477728,61.9,,,
11:33:39.752,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:39.811,,,,,,,,,,,,,,,,,,,,-9,,
11:33:39.845,,,,,,,,,1292,,,,,,,,,,,,,
11:33:39.975,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:40.009,,8.28,0.00702511787373031,1.31022835260861,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2103932882145,,,0.33369309900219,61.9,,,
11:33:40.037,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:40.086,,,,,,,,,,,,,,,,,,,,-9,,
11:33:40.122,,,,,,,,,1292,,,,,,,,,,,,,
11:33:40.151,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:40.174,,8.28,0.00713134848877085,1.31033458322365,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2116265155605,,,0.338739053216615,61.9,,,
11:33:40.211,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:40.279,,,,,,,,,,,,,,,,,,,,-9,,
11:33:40.313,,,,,,,,,1292,,,,,,,,,,,,,
11:33:40.347,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:40.380,,8.28,0.00726374393467524,1.31046697866956,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2131634894764,,,0.345027836897074,61.9,,,
11:33:40.415,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:40.496,,,,,,,,,,,,,,,,,,,,-9,,
11:33:40.533,,,,,,,,,1292,,,,,,,,,,,,,
11:33:40.568,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:40.596,,8.28,0.0074021512089274,1.31060538594381,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2147702544889,,,0.351602182424052,61.9,,,
11:33:40.620,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:40.667,,,,,,,,,,,,,,,,,,,,-9,,
11:33:40.704,,,,,,,,,1293,,,,,,,,,,,,,
11:33:40.738,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:40.772,,8.28,0.00751540566517566,1.31071864040006,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.216085021352,,,0.356981769095844,61.9,,,
11:33:40.811,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:40.974,,,,,,,,,,,,,,,,,,,,-9,,
11:33:41.009,,,,,,,,,1293,,,,,,,,,,,,,
11:33:41.044,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:41.078,,8.28,0.00771247560646724,1.31091571034135,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2183727991324,,,0.366342591307194,61.9,,,
11:33:41.113,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:41.180,,,,,,,,,,,,,,,,,,,,-9,,
11:33:41.215,,,,,,,,,1293,,,,,,,,,,,,,
11:33:41.250,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:41.284,,8.28,0.0078448627577113,1.31104809749259,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2199096767559,,,0.372630980991287,61.9,,,
11:33:41.319,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:41.389,,,,,,,,,,,,,,,,,,,,-9,,
11:33:41.423,,,,,,,,,1293,,,,,,,,,,,,,
11:33:41.457,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:41.491,,8.28,0.00797797051560898,1.31118120525049,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2214549198757,,,0.378953599491427,61.9,,,
11:33:41.531,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:41.599,,,,,,,,,,,,,,,,,,,,-9,,
11:33:41.633,,,,,,,,,1290,,,,,,,,,,,,,
11:33:41.668,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:41.702,,8.28,0.00811345421144348,1.31131668894632,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2230277451727,,,0.385389075043565,61.9,,,
11:33:41.726,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:41.816,,,,,,,,,,,,,,,,,,,,-9,,
11:33:41.851,,,,,,,,,1290,,,,,,,,,,,,,
11:33:41.980,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:42.014,,8.28,0.00831413676665734,1.31151737150154,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2253574616567,,,0.394921496416224,61.9,,,
11:33:42.048,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:42.119,,,,,,,,,,,,,,,,,,,,-9,,
11:33:42.147,,,,,,,,,1290,,,,,,,,,,,,,
11:33:42.183,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:42.217,,8.28,0.00844496902273786,1.31164820375762,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.2268762885588,,,0.401136028580048,61.9,,,
11:33:42.252,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:42.301,,,,,,,,,,,,,,,,,,,,-9,,
11:33:42.335,,,,,,,,,1290,,,,,,,,,,,,,
11:33:42.359,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:42.393,,8.28,0.00855788764169229,1.31176112237657,6.9,,2.31478892927034,9.05591239264235,,,,,,,15.228187156699,,,0.406499662980384,61.9,,,
11:33:42.428,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:42.496,,,,,,,,,,,,,,,,,,,,-9,,
11:33:42.533,,,,,,,,,1290,,,,,,,,,,,,,
11:33:42.568,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:42.603,,8.016,0.00868855052082751,1.31189178525571,6.68,,2.24098406485882,8.76717315693491,,,,,,,15.2297040173102,,,0.412706149739307,61.9,,,
11:33:42.639,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:42.707,,,,,,,,,,,,,,,,,,,,-9,,
11:33:42.742,,,,,,,,,1276,,,,,,,,,,,,,
11:33:42.776,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:42.810,,8.016,0.00881718605637871,1.31202042079126,6.68,,2.24098406485882,8.76717315693491,,,,,,,15.2311973425636,,,0.418816337677989,61.9,,,
11:33:42.855,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:43.010,,,,,,,,,,,,,,,,,,,,-9,,
11:33:43.060,,,,,,,,,1276,,,,,,,,,,,,,
11:33:43.096,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:43.131,,8.016,0.0090171396648029,1.31222037439968,6.68,,2.24098406485882,8.76717315693491,,,,,,,15.2335185967308,,,0.428314134078138,61.9,,,
11:33:43.170,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:43.239,,,,,,,,,,,,,,,,,,,,-9,,
11:33:43.279,,,,,,,,,1276,,,,,,,,,,,,,
11:33:43.315,,,,,,,,,,,0,8.61403336377778,0,,,,0,,,,0,
11:33:43.349,,8.016,0.00915293458419532,1.31235616931908,6.68,,2.24098406485882,8.76717315693491,,,,,,,15.2350950350107,,,0.434764392749278,61.9,,,
11:33:43.384,-1,,,,,,,,,7.05882352941176,,,,,,,,,,,,
11:33:43.463,,,,,,,,,,,,,,,,,,,,-9,,
11:33:43.498,,,,,,,,,1276,,,,,,,,,,,,,
