time,"Fuel economizer (based on fuel system status and throttle position) ()","Power from MAF (hp)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 1 Блок 1 Краткосрочная коррекция (%)","Датчик кислорода 1 Блок 1 Напряжение (V)","Датчик кислорода 2 Блок 1 Краткосрочная коррекция (%)","Датчик кислорода 2 Блок 1 Напряжение (V)","Дистанция, пройденная с зажженной лампой «проверь двигатель» (km)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (общий) (L)","Кратковременная коррекция - Блок 1 (%)","Массовый расход воздуха (g/sec)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Положение дроссельной заслонки (%)","Пройденный путь (km)","Пройденный путь (общий) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива (₽)","Стоимость топлива (общий) (₽)","Температура всасываемого воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)",
20:37:04.614,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
20:37:05.738,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:06.021,,0,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,
20:37:06.399,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,,
20:37:07.196,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:07.264,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:07.341,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,,
20:37:07.414,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:07.460,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:07.496,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,,
20:37:07.566,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:07.613,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:07.648,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:07.733,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:07.769,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:07.815,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:07.892,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:07.927,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:07.963,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:08.033,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:08.068,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:08.093,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:08.166,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:08.201,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:08.237,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:08.308,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:08.343,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:08.379,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:08.450,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:08.486,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:08.522,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:08.595,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:08.632,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:08.668,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:08.741,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:08.777,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:08.813,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:08.896,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:08.932,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:08.958,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:09.008,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:09.044,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:09.080,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:09.152,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:09.188,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:09.224,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:09.297,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:09.333,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:09.370,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:09.441,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:09.477,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:09.512,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:09.584,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:09.619,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:09.654,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:09.725,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:09.761,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:09.796,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:09.868,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:09.904,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:09.939,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:09.997,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:10.021,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:10.045,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:10.126,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:10.172,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:10.208,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:10.358,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:10.384,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:10.419,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:10.490,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:10.614,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:10.725,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:10.771,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:10.795,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:10.855,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:10.890,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:10.926,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.001,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:11.038,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:11.064,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.137,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:11.172,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:11.208,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.280,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:11.305,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:11.331,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.406,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:11.455,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:11.480,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.552,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:11.578,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:11.604,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.654,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:11.679,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:11.705,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.758,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:11.784,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:11.809,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.862,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:11.888,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:11.913,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:11.974,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:12.000,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:12.025,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:12.076,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:12.101,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:12.126,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:12.186,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:12.221,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:12.246,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:12.309,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:12.344,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:12.380,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:12.450,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:12.486,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:12.522,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:12.594,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:12.619,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:12.654,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:12.735,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:12.759,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:12.794,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:12.844,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:12.881,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:12.915,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:12.987,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:13.022,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:13.058,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:13.129,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:13.164,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:13.201,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:13.275,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:13.311,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:13.343,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:13.412,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:13.447,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:13.483,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:13.537,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:13.572,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:13.607,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:13.679,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:13.714,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:13.739,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:13.809,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:13.845,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:13.884,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:13.968,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:14.014,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:14.040,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:14.110,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:14.144,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:14.179,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:14.247,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:14.282,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:14.317,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:14.388,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:14.422,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:14.458,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:14.529,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:14.564,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:14.598,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:14.668,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:14.703,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:14.739,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:14.812,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:14.840,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:14.877,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:14.948,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:14.983,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:15.019,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:15.091,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:15.126,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:15.162,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:15.243,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:15.290,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:15.327,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:15.388,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:15.427,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:15.463,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:15.532,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:15.568,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:15.606,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:15.657,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:15.694,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:15.732,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:15.806,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:15.843,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:15.881,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:15.957,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:15.994,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:16.034,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:16.108,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:16.145,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:16.184,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:16.256,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:16.293,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:16.344,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:16.405,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:16.440,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:16.477,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:16.571,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:16.607,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:16.646,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:16.719,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:16.755,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:16.793,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:16.867,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:16.904,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:16.943,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:17.016,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:17.053,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:17.091,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:17.165,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:17.203,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:17.242,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:17.316,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:17.352,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:17.392,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:17.465,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:17.502,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:17.541,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:17.614,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:17.650,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:17.689,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:17.761,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:17.808,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:17.846,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:17.919,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:17.955,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:17.995,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:18.068,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:18.106,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:18.134,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:18.207,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:18.243,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:18.285,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:18.369,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:18.395,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:18.435,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:18.509,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:18.545,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:18.585,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:18.656,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:18.691,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:18.727,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:18.800,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:18.837,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:18.875,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:18.948,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:18.984,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:19.023,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:19.128,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:19.164,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:19.203,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:19.275,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:19.312,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:19.352,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:19.424,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:19.460,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:19.499,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:19.718,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:37:19.756,,0,,,,,,,,0,0,,0,,0,0,,,,,,,,,,,,,0,0,,,,,
20:37:19.794,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:37:19.867,-1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
