time,"Fuel economizer (based on fuel system status and throttle position) ()","Power from MAF (hp)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 1 Блок 1 Краткосрочная коррекция (%)","Датчик кислорода 1 Блок 1 Напряжение (V)","Датчик кислорода 2 Блок 1 Краткосрочная коррекция (%)","Датчик кислорода 2 Блок 1 Напряжение (V)","Дистанция, пройденная с зажженной лампой «проверь двигатель» (km)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (общий) (L)","Кратковременная коррекция - Блок 1 (%)","Массовый расход воздуха (g/sec)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Положение дроссельной заслонки (%)","Пройденный путь (km)","Пройденный путь (общий) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива (₽)","Стоимость топлива (общий) (₽)","Температура всасываемого воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)",
20:40:59.111,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:40:59.152,,,,,,,,,,,,,,,,,,1175,,,,,,,,,,,,,,,,,
20:40:59.238,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:40:59.283,,6.24,,,,,,,,0.0267546784631442,0.0267546784631442,,5.2,,1.74447861336315,6.8247455712667,,,,,,,,,,,,,1.27084722699935,0,,,,,
20:40:59.323,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:40:59.361,,,,,,,,,,,,,,,,,,1175,,,,,,,,,,,,,,,,,
20:40:59.412,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:40:59.449,,6.24,,,,,,,,0.0268347987315255,0.0268347987315255,,5.2,,1.74447861336315,6.8247455712667,,,,,,,,,,,,,1.27465293974746,0,,,,,
20:40:59.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
20:40:59.502,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:40:59.540,,,,,,,,,,,,,,,,,,1175,,,,,,,,,,,,,,,,,
20:40:59.611,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:40:59.646,,6.24,,,,,,,,0.0269303005524183,0.0269303005524183,,5.2,,1.74447861336315,6.8247455712667,,,,,,,,,,,,,1.27918927623987,0,,,,,
20:40:59.685,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:40:59.723,,,,,,,,,,,,,,,,,,1175,,,,,,,,,,,,,,,,,
20:40:59.794,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:40:59.830,,6.24,,,,,,,,0.0270195289859286,0.0270195289859286,,5.2,,1.74447861336315,6.8247455712667,,,,,,,,,,,,,1.28342762683161,0,,,,,
20:40:59.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
20:40:59.904,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:40:59.942,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:00.012,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:00.046,,6.12,,,,,,,,0.0271223796037648,0.0271223796037648,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.28831303117883,0,,,,,
20:41:00.083,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:00.124,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:00.195,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:00.232,,6.12,,,,,,,,0.0272106968612432,0.0272106968612432,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.29250810090905,0,,,,,
20:41:00.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
20:41:00.328,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:00.378,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:00.447,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:00.482,,6.12,,,,,,,,0.0273294011078185,0.0273294011078185,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.29814655262138,0,,,,,
20:41:00.523,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:00.573,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:00.645,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:00.681,,6.12,,,,,,,,0.027424052659398,0.027424052659398,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.30264250132141,0,,,,,
20:41:00.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
20:41:00.753,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:00.791,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:00.851,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:00.886,,6.156,,,,,,,,0.0275220368067282,0.0275220368067282,,5.13,,1.72099524741403,6.73287399626888,,,,,,,,,,,,,1.30729674831959,0,,,,,
20:41:00.932,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:00.981,,,,,,,,,,,,,,,,,,1181,,,,,,,,,,,,,,,,,
20:41:01.050,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:01.086,,6.156,,,,,,,,0.0276177417348803,0.0276177417348803,,5.13,,1.72099524741403,6.73287399626888,,,,,,,,,,,,,1.31184273240681,0,,,,,
20:41:01.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
20:41:01.175,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:01.204,,,,,,,,,,,,,,,,,,1181,,,,,,,,,,,,,,,,,
20:41:01.286,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:01.321,,6.156,,,,,,,,0.0277301243499208,0.0277301243499208,,5.13,,1.72099524741403,6.73287399626888,,,,,,,,,,,,,1.31718090662124,0,,,,,
20:41:01.362,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:01.393,,,,,,,,,,,,,,,,,,1181,,,,,,,,,,,,,,,,,
20:41:01.469,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:01.507,,6.156,,,,,,,,0.0278192616733762,0.0278192616733762,,5.13,,1.72099524741403,6.73287399626888,,,,,,,,,,,,,1.32141492948537,0,,,,,
20:41:01.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
20:41:01.589,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:01.631,,,,,,,,,,,,,,,,,,1181,,,,,,,,,,,,,,,,,
20:41:01.703,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:01.738,,6.156,,,,,,,,0.0279294647913522,0.0279294647913522,,5.13,,1.72099524741403,6.73287399626888,,,,,,,,,,,,,1.32664957758923,0,,,,,
20:41:01.780,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:01.851,,,,,,,,,,,,,,,,,,1181,,,,,,,,,,,,,,,,,
20:41:01.913,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:01.952,,5.892,,,,,,,,0.0280273064816886,0.0280273064816886,,4.91,,1.64719038300252,6.44413476056144,,,,,,,,,,,,,1.33129705788021,0,,,,,
20:41:02.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:02.052,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:02.092,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,,,,,,,,
20:41:02.176,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:02.211,,5.892,,,,,,,,0.0281460334479546,0.0281460334479546,,4.91,,1.64719038300252,6.44413476056144,,,,,,,,,,,,,1.33693658877784,0,,,,,
20:41:02.245,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:02.272,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,,,,,,,,
20:41:02.343,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:02.379,,5.892,,,,,,,,0.0282228864554096,0.0282228864554096,,4.91,,1.64719038300252,6.44413476056144,,,,,,,,,,,,,1.34058710663196,0,,,,,
20:41:02.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:02.447,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:02.485,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,,,,,,,,
20:41:02.555,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:02.590,,5.892,,,,,,,,0.0283194187209021,0.0283194187209021,,4.91,,1.64719038300252,6.44413476056144,,,,,,,,,,,,,1.34517238924285,0,,,,,
20:41:02.637,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:02.678,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,,,,,,,,
20:41:02.751,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:02.797,,5.892,,,,,,,,0.0284137863952102,0.0284137863952102,,4.91,,1.64719038300252,6.44413476056144,,,,,,,,,,,,,1.34965485377248,0,,,,,
20:41:02.830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:02.866,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:02.910,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:02.979,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:03.017,,5.952,,,,,,,,0.028515688950424,0.028515688950424,,4.96,,1.66396421582332,6.50975731413131,,,,,,,,,,,,,1.35449522514514,0,,,,,
20:41:03.057,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:03.108,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:03.182,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:03.219,,5.952,,,,,,,,0.0286089850667226,0.0286089850667226,,4.96,,1.66396421582332,6.50975731413131,,,,,,,,,,,,,1.35892679066932,0,,,,,
20:41:03.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:03.278,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:03.319,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:03.399,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:03.434,,5.952,,,,,,,,0.0287082769545243,0.0287082769545243,,4.96,,1.66396421582332,6.50975731413131,,,,,,,,,,,,,1.3636431553399,0,,,,,
20:41:03.468,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:03.512,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:03.588,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:03.625,,5.952,,,,,,,,0.0287967313971671,0.0287967313971671,,4.96,,1.66396421582332,6.50975731413131,,,,,,,,,,,,,1.36784474136544,0,,,,,
20:41:03.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:03.697,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:03.735,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,
20:41:03.805,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:03.830,,5.952,,,,,,,,0.0288914817257479,0.0288914817257479,,4.96,,1.66396421582332,6.50975731413131,,,,,,,,,,,,,1.37234538197302,0,,,,,
20:41:03.875,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:03.916,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,
20:41:03.987,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:04.012,,6.144,,,,,,,,0.02897856509617,0.02897856509617,,5.12,,1.71764048084987,6.71974948555491,,,,,,,,,,,,,1.37648184206808,0,,,,,
20:41:04.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:04.091,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:04.122,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,
20:41:04.181,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:04.216,,6.144,,,,,,,,0.0290756408878017,0.0290756408878017,,5.12,,1.71764048084987,6.71974948555491,,,,,,,,,,,,,1.38109294217058,0,,,,,
20:41:04.249,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:04.288,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,
20:41:04.383,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:04.410,,6.144,,,,,,,,0.0291680018994502,0.0291680018994502,,5.12,,1.71764048084987,6.71974948555491,,,,,,,,,,,,,1.38548009022389,0,,,,,
20:41:04.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:04.494,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:04.537,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,
20:41:04.618,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:04.655,,6.144,,,,,,,,0.0292849217346939,0.0292849217346939,,5.12,,1.71764048084987,6.71974948555491,,,,,,,,,,,,,1.39103378239796,0,,,,,
20:41:04.686,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:04.726,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,
20:41:04.798,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:04.834,,6.144,,,,,,,,0.029370279926102,0.029370279926102,,5.12,,1.71764048084987,6.71974948555491,,,,,,,,,,,,,1.39508829648984,0,,,,,
20:41:04.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:04.914,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:04.943,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,
20:41:05.001,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:05.047,,6.12,,,,,,,,0.0294716847597615,0.0294716847597615,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.39990502608867,0,,,,,
20:41:05.089,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:05.118,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,
20:41:05.179,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:05.225,,6.12,,,,,,,,0.0295561915363899,0.0295561915363899,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.40391909797852,0,,,,,
20:41:05.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:05.303,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:05.339,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,
20:41:05.399,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:05.436,,6.12,,,,,,,,0.0296566503202871,0.0296566503202871,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.40869089021364,0,,,,,
20:41:05.471,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:05.510,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,
20:41:05.571,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:05.607,,6.12,,,,,,,,0.0297379285226913,0.0297379285226913,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.41255160482784,0,,,,,
20:41:05.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:05.689,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:05.719,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,
20:41:05.788,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:05.823,,6.12,,,,,,,,0.0298403761687634,0.0298403761687634,,5.1,,1.71093094772155,6.69350046412696,,,,,,,,,,,,,1.41741786801626,0,,,,,
20:41:05.854,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:05.895,,,,,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,,,
20:41:05.976,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:06.012,,6.012,,,,,,,,0.0299288439168764,0.0299288439168764,,5.01,,1.68073804864412,6.57537986770119,,,,,,,,,,,,,1.42162008605163,0,,,,,
20:41:06.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:06.083,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:06.127,,,,,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,,,
20:41:06.196,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:06.231,,6.012,,,,,,,,0.0300307311444414,0.0300307311444414,,5.01,,1.68073804864412,6.57537986770119,,,,,,,,,,,,,1.42645972936097,0,,,,,
20:41:06.277,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:06.317,,,,,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,,,
20:41:06.381,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:06.428,,6.012,,,,,,,,0.0301227921237536,0.0301227921237536,,5.01,,1.68073804864412,6.57537986770119,,,,,,,,,,,,,1.4308326258783,0,,,,,
20:41:06.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:06.498,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:06.532,,,,,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,,,
20:41:06.604,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:06.650,,6.012,,,,,,,,0.0302264381036251,0.0302264381036251,,5.01,,1.68073804864412,6.57537986770119,,,,,,,,,,,,,1.43575580992219,0,,,,,
20:41:06.695,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:06.740,,,,,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,,,
20:41:06.810,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:06.846,,6.012,,,,,,,,0.0303181695649055,0.0303181695649055,,5.01,,1.68073804864412,6.57537986770119,,,,,,,,,,,,,1.44011305433301,0,,,,,
20:41:06.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:06.918,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:06.974,,,,,,,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,
20:41:07.042,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:07.078,,5.928,,,,,,,,0.0304250206922934,0.0304250206922934,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.44518848288394,0,,,,,
20:41:07.127,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:07.177,,,,,,,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,
20:41:07.247,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:07.282,,5.928,,,,,,,,0.0305189180725935,0.0305189180725935,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.44964860844819,0,,,,,
20:41:07.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:07.374,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:07.429,,,,,,,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,
20:41:07.515,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:07.551,,5.928,,,,,,,,0.0306424155406766,0.0306424155406766,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.45551473818214,0,,,,,
20:41:07.593,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:07.634,,,,,,,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,
20:41:07.707,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:07.733,,5.928,,,,,,,,0.0307265911887988,0.0307265911887988,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.45951308146795,0,,,,,
20:41:07.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
20:41:07.819,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:07.849,,,,,,,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,
20:41:07.924,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:07.961,,6.06,,,,,,,,0.0308336639890971,0.0308336639890971,,5.05,,1.69415711490075,6.62787791055708,,,,,,,,,,,,,1.46459903948211,0,,,,,
20:41:08.003,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:08.044,,,,,,,,,,,,,,,,,,1163,,,,,,,,,,,,,,,,,
20:41:08.117,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:08.152,,6.06,,,,,,,,0.0309234616575343,0.0309234616575343,,5.05,,1.69415711490075,6.62787791055708,,,,,,,,,,,,,1.46886442873288,0,,,,,
20:41:08.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
20:41:08.249,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:08.288,,,,,,,,,,,,,,,,,,1163,,,,,,,,,,,,,,,,,
20:41:08.360,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:08.395,,6.06,,,,,,,,0.0310375442211351,0.0310375442211351,,5.05,,1.69415711490075,6.62787791055708,,,,,,,,,,,,,1.47428335050392,0,,,,,
20:41:08.422,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:08.460,,,,,,,,,,,,,,,,,,1163,,,,,,,,,,,,,,,,,
20:41:08.521,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:08.558,,6.06,,,,,,,,0.0311145356618209,0.0311145356618209,,5.05,,1.69415711490075,6.62787791055708,,,,,,,,,,,,,1.47794044393649,0,,,,,
20:41:08.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
20:41:08.622,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:08.659,,,,,,,,,,,,,,,,,,1163,,,,,,,,,,,,,,,,,
20:41:08.729,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:08.766,,6.06,,,,,,,,0.0312126839247974,0.0312126839247974,,5.05,,1.69415711490075,6.62787791055708,,,,,,,,,,,,,1.48260248642787,0,,,,,
20:41:08.804,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:08.845,,,,,,,,,,,,,,,,,,1163,,,,,,,,,,,,,,,,,
20:41:08.919,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:08.956,,5.928,,,,,,,,0.0312997656610754,0.0312997656610754,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.48673886890108,0,,,,,
20:41:08.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
20:41:09.034,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:09.070,,,,,,,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,
20:41:09.139,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:09.174,,5.928,,,,,,,,0.0314003525499022,0.0314003525499022,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.49151674612035,0,,,,,
20:41:09.202,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:09.239,,,,,,,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,
20:41:09.300,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:09.325,,5.928,,,,,,,,0.0314698956059082,0.0314698956059082,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.49482004128064,0,,,,,
20:41:09.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
20:41:09.418,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:09.454,,,,,,,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,
20:41:09.534,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:09.571,,5.928,,,,,,,,0.0315828063929737,0.0315828063929737,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.50018330366625,0,,,,,
20:41:09.612,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:09.650,,,,,,,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,
20:41:09.711,-1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:41:09.758,,5.928,,,,,,,,0.0316688717717827,0.0316688717717827,,4.94,,1.657254682695,6.48350829270337,,,,,,,,,,,,,1.50427140915968,0,,,,,
20:41:09.800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
20:41:09.824,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,0,,,,,,0,
20:41:09.850,,,,,,,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,
