SECONDS;PID;VALUE;UNITS
28417.230925;Скорость автомобиля;0;km/h
28417.328925;Power from MAF;0;hp
28417.328925;Массовый расход воздуха;0;g/sec
28417.400925;Fuel economizer (based on fuel system status and throttle position);-1;
28417.400925;Положение дроссельной заслонки;7.45098039215686;%
28417.544925;Пройденный путь;0;km
28417.544925;Пройденный путь (общий);5.33987879191667;km
28417.544925;Скорость автомобиля;0;km/h
28417.606925;Power from MAF;0;hp
28417.606925;Массовый расход воздуха;0;g/sec
28417.606925;Мгновенный расход топлива (л/ч);0;L/h
28417.606925;Моментальная мощность двигателя (от расхода топлива);0;hp
28417.677925;Fuel economizer (based on fuel system status and throttle position);-1;
28417.677925;Положение дроссельной заслонки;7.45098039215686;%
28417.739925;Пройденный путь;0;km
28417.739925;Пройденный путь (общий);5.33987879191667;km
28417.739925;Скорость автомобиля;0;km/h
28417.739925;Средняя скорость;0;km/h
28417.776925;Power from MAF;0;hp
28417.776925;Использовано топлива;0;L
28417.776925;Использовано топлива (общий);0.838305988334731;L
28417.776925;Массовый расход воздуха;0;g/sec
28417.776925;Мгновенный расход топлива (л/ч);0;L/h
28417.776925;Моментальная мощность двигателя (от расхода топлива);0;hp
28417.776925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28417.776925;Стоимость топлива;0;₽
28417.776925;Стоимость топлива (общий);39.82;₽
28417.849925;Fuel economizer (based on fuel system status and throttle position);-1;
28417.849925;Положение дроссельной заслонки;7.45098039215686;%
28417.918925;Пройденный путь;0;km
28417.918925;Пройденный путь (общий);5.33987879191667;km
28417.918925;Скорость автомобиля;0;km/h
28417.918925;Средняя скорость;0;km/h
28417.952925;Power from MAF;0;hp
28417.952925;Использовано топлива;0;L
28417.952925;Использовано топлива (общий);0.838305988334731;L
28417.952925;Массовый расход воздуха;0;g/sec
28417.952925;Мгновенный расход топлива (л/ч);0;L/h
28417.952925;Моментальная мощность двигателя (от расхода топлива);0;hp
28417.952925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28417.952925;Стоимость топлива;0;₽
28417.952925;Стоимость топлива (общий);39.82;₽
28418.007925;Fuel economizer (based on fuel system status and throttle position);-1;
28418.007925;Положение дроссельной заслонки;7.45098039215686;%
28418.162925;Пройденный путь;0;km
28418.162925;Пройденный путь (общий);5.33987879191667;km
28418.162925;Скорость автомобиля;0;km/h
28418.162925;Средняя скорость;0;km/h
28418.162925;Ускорение;0;g
28418.198925;Power from MAF;0;hp
28418.198925;Использовано топлива;0;L
28418.198925;Использовано топлива (общий);0.838305988334731;L
28418.198925;Массовый расход воздуха;0;g/sec
28418.198925;Мгновенный расход топлива (л/ч);0;L/h
28418.198925;Моментальная мощность двигателя (от расхода топлива);0;hp
28418.198925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28418.198925;Стоимость топлива;0;₽
28418.198925;Стоимость топлива (общий);39.82;₽
28418.244925;Fuel economizer (based on fuel system status and throttle position);-1;
28418.244925;Положение дроссельной заслонки;7.45098039215686;%
28418.312925;Пройденный путь;0;km
28418.312925;Пройденный путь (общий);5.33987879191667;km
28418.312925;Скорость автомобиля;0;km/h
28418.312925;Средняя скорость;0;km/h
28418.312925;Ускорение;0;g
28418.351925;Power from MAF;0;hp
28418.351925;Использовано топлива;0;L
28418.351925;Использовано топлива (общий);0.838305988334731;L
28418.351925;Массовый расход воздуха;0;g/sec
28418.351925;Мгновенный расход топлива (л/ч);0;L/h
28418.351925;Моментальная мощность двигателя (от расхода топлива);0;hp
28418.351925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28418.351925;Стоимость топлива;0;₽
28418.351925;Стоимость топлива (общий);39.82;₽
28418.387925;Fuel economizer (based on fuel system status and throttle position);-1;
28418.387925;Положение дроссельной заслонки;7.45098039215686;%
28418.447925;Пройденный путь;0;km
28418.447925;Пройденный путь (общий);5.33987879191667;km
28418.447925;Скорость автомобиля;0;km/h
28418.447925;Средняя скорость;0;km/h
28418.447925;Ускорение;0;g
28418.483925;Power from MAF;0;hp
28418.483925;Использовано топлива;0;L
28418.483925;Использовано топлива (общий);0.838305988334731;L
28418.483925;Массовый расход воздуха;0;g/sec
28418.483925;Мгновенный расход топлива (л/ч);0;L/h
28418.483925;Моментальная мощность двигателя (от расхода топлива);0;hp
28418.483925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28418.483925;Стоимость топлива;0;₽
28418.483925;Стоимость топлива (общий);39.82;₽
28418.507925;Fuel economizer (based on fuel system status and throttle position);-1;
28418.507925;Положение дроссельной заслонки;7.45098039215686;%
28418.567925;Пройденный путь;0;km
28418.567925;Пройденный путь (общий);5.33987879191667;km
28418.567925;Скорость автомобиля;0;km/h
28418.567925;Средняя скорость;0;km/h
28418.567925;Ускорение;0;g
28418.601925;Power from MAF;0;hp
28418.601925;Использовано топлива;0;L
28418.601925;Использовано топлива (общий);0.838305988334731;L
28418.601925;Массовый расход воздуха;0;g/sec
28418.601925;Мгновенный расход топлива (л/ч);0;L/h
28418.601925;Моментальная мощность двигателя (от расхода топлива);0;hp
28418.601925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28418.601925;Стоимость топлива;0;₽
28418.601925;Стоимость топлива (общий);39.82;₽
28418.635925;Fuel economizer (based on fuel system status and throttle position);-1;
28418.635925;Положение дроссельной заслонки;7.45098039215686;%
28418.705925;Пройденный путь;0;km
28418.705925;Пройденный путь (общий);5.33987879191667;km
28418.705925;Скорость автомобиля;0;km/h
28418.705925;Средняя скорость;0;km/h
28418.705925;Ускорение;0;g
28418.740925;Power from MAF;0;hp
28418.740925;Использовано топлива;0;L
28418.740925;Использовано топлива (общий);0.838305988334731;L
28418.740925;Массовый расход воздуха;0;g/sec
28418.740925;Мгновенный расход топлива (л/ч);0;L/h
28418.740925;Моментальная мощность двигателя (от расхода топлива);0;hp
28418.740925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28418.740925;Стоимость топлива;0;₽
28418.740925;Стоимость топлива (общий);39.82;₽
28418.775925;Fuel economizer (based on fuel system status and throttle position);-1;
28418.775925;Положение дроссельной заслонки;7.45098039215686;%
28418.855925;Пройденный путь;0;km
28418.855925;Пройденный путь (общий);5.33987879191667;km
28418.855925;Скорость автомобиля;0;km/h
28418.855925;Средняя скорость;0;km/h
28418.855925;Ускорение;0;g
28418.891925;Power from MAF;0;hp
28418.891925;Использовано топлива;0;L
28418.891925;Использовано топлива (общий);0.838305988334731;L
28418.891925;Массовый расход воздуха;0;g/sec
28418.891925;Мгновенный расход топлива (л/ч);0;L/h
28418.891925;Моментальная мощность двигателя (от расхода топлива);0;hp
28418.891925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28418.891925;Стоимость топлива;0;₽
28418.891925;Стоимость топлива (общий);39.82;₽
28418.928925;Fuel economizer (based on fuel system status and throttle position);-1;
28418.928925;Положение дроссельной заслонки;7.45098039215686;%
28419.001925;Пройденный путь;0;km
28419.001925;Пройденный путь (общий);5.33987879191667;km
28419.001925;Скорость автомобиля;0;km/h
28419.001925;Средняя скорость;0;km/h
28419.001925;Ускорение;0;g
28419.036925;Power from MAF;0;hp
28419.036925;Использовано топлива;0;L
28419.036925;Использовано топлива (общий);0.838305988334731;L
28419.036925;Массовый расход воздуха;0;g/sec
28419.036925;Мгновенный расход топлива (л/ч);0;L/h
28419.036925;Моментальная мощность двигателя (от расхода топлива);0;hp
28419.036925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28419.036925;Стоимость топлива;0;₽
28419.036925;Стоимость топлива (общий);39.82;₽
28419.071925;Fuel economizer (based on fuel system status and throttle position);-1;
28419.071925;Положение дроссельной заслонки;7.45098039215686;%
28419.130925;Пройденный путь;0;km
28419.130925;Пройденный путь (общий);5.33987879191667;km
28419.130925;Скорость автомобиля;0;km/h
28419.130925;Средняя скорость;0;km/h
28419.130925;Ускорение;0;g
28419.153925;Power from MAF;0;hp
28419.153925;Использовано топлива;0;L
28419.153925;Использовано топлива (общий);0.838305988334731;L
28419.153925;Массовый расход воздуха;0;g/sec
28419.153925;Мгновенный расход топлива (л/ч);0;L/h
28419.153925;Моментальная мощность двигателя (от расхода топлива);0;hp
28419.153925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28419.153925;Стоимость топлива;0;₽
28419.153925;Стоимость топлива (общий);39.82;₽
28419.177925;Fuel economizer (based on fuel system status and throttle position);-1;
28419.177925;Положение дроссельной заслонки;7.45098039215686;%
28419.270925;Пройденный путь;0;km
28419.270925;Пройденный путь (общий);5.33987879191667;km
28419.270925;Скорость автомобиля;0;km/h
28419.270925;Средняя скорость;0;km/h
28419.270925;Ускорение;0;g
28419.305925;Power from MAF;0;hp
28419.305925;Использовано топлива;0;L
28419.305925;Использовано топлива (общий);0.838305988334731;L
28419.305925;Массовый расход воздуха;0;g/sec
28419.305925;Мгновенный расход топлива (л/ч);0;L/h
28419.305925;Моментальная мощность двигателя (от расхода топлива);0;hp
28419.305925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28419.305925;Стоимость топлива;0;₽
28419.305925;Стоимость топлива (общий);39.82;₽
28419.329925;Fuel economizer (based on fuel system status and throttle position);-1;
28419.329925;Положение дроссельной заслонки;7.45098039215686;%
28419.379925;Пройденный путь;0;km
28419.379925;Пройденный путь (общий);5.33987879191667;km
28419.379925;Скорость автомобиля;0;km/h
28419.379925;Средняя скорость;0;km/h
28419.379925;Ускорение;0;g
28419.413925;Power from MAF;0;hp
28419.413925;Использовано топлива;0;L
28419.413925;Использовано топлива (общий);0.838305988334731;L
28419.413925;Массовый расход воздуха;0;g/sec
28419.413925;Мгновенный расход топлива (л/ч);0;L/h
28419.413925;Моментальная мощность двигателя (от расхода топлива);0;hp
28419.413925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28419.413925;Стоимость топлива;0;₽
28419.413925;Стоимость топлива (общий);39.82;₽
28419.447925;Fuel economizer (based on fuel system status and throttle position);-1;
28419.447925;Положение дроссельной заслонки;7.45098039215686;%
28419.515925;Пройденный путь;0;km
28419.515925;Пройденный путь (общий);5.33987879191667;km
28419.515925;Скорость автомобиля;0;km/h
28419.515925;Средняя скорость;0;km/h
28419.515925;Ускорение;0;g
28419.542925;Power from MAF;0;hp
28419.542925;Использовано топлива;0;L
28419.542925;Использовано топлива (общий);0.838305988334731;L
28419.542925;Массовый расход воздуха;0;g/sec
28419.542925;Мгновенный расход топлива (л/ч);0;L/h
28419.542925;Моментальная мощность двигателя (от расхода топлива);0;hp
28419.542925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28419.542925;Стоимость топлива;0;₽
28419.542925;Стоимость топлива (общий);39.82;₽
28419.567925;Fuel economizer (based on fuel system status and throttle position);-1;
28419.567925;Положение дроссельной заслонки;7.45098039215686;%
28419.628925;Пройденный путь;0;km
28419.628925;Пройденный путь (общий);5.33987879191667;km
28419.628925;Скорость автомобиля;0;km/h
28419.628925;Средняя скорость;0;km/h
28419.628925;Ускорение;0;g
28419.653925;Power from MAF;0;hp
28419.653925;Использовано топлива;0;L
28419.653925;Использовано топлива (общий);0.838305988334731;L
28419.653925;Массовый расход воздуха;0;g/sec
28419.653925;Мгновенный расход топлива (л/ч);0;L/h
28419.653925;Моментальная мощность двигателя (от расхода топлива);0;hp
28419.653925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28419.653925;Стоимость топлива;0;₽
28419.653925;Стоимость топлива (общий);39.82;₽
28419.687925;Fuel economizer (based on fuel system status and throttle position);-1;
28419.687925;Положение дроссельной заслонки;7.45098039215686;%
28419.739925;Пройденный путь;0;km
28419.739925;Пройденный путь (общий);5.33987879191667;km
28419.739925;Скорость автомобиля;0;km/h
28419.739925;Средняя скорость;0;km/h
28419.739925;Ускорение;0;g
28419.775925;Power from MAF;0;hp
28419.775925;Использовано топлива;0;L
28419.775925;Использовано топлива (общий);0.838305988334731;L
28419.775925;Массовый расход воздуха;0;g/sec
28419.775925;Мгновенный расход топлива (л/ч);0;L/h
28419.775925;Моментальная мощность двигателя (от расхода топлива);0;hp
28419.775925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28419.775925;Стоимость топлива;0;₽
28419.775925;Стоимость топлива (общий);39.82;₽
28419.813925;Fuel economizer (based on fuel system status and throttle position);-1;
28419.813925;Положение дроссельной заслонки;7.45098039215686;%
28419.883925;Пройденный путь;0;km
28419.883925;Пройденный путь (общий);5.33987879191667;km
28419.883925;Скорость автомобиля;0;km/h
28419.883925;Средняя скорость;0;km/h
28419.883925;Ускорение;0;g
28419.920925;Power from MAF;0;hp
28419.920925;Использовано топлива;0;L
28419.920925;Использовано топлива (общий);0.838305988334731;L
28419.920925;Массовый расход воздуха;0;g/sec
28419.920925;Мгновенный расход топлива (л/ч);0;L/h
28419.920925;Моментальная мощность двигателя (от расхода топлива);0;hp
28419.920925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28419.920925;Стоимость топлива;0;₽
28419.920925;Стоимость топлива (общий);39.82;₽
28419.956925;Fuel economizer (based on fuel system status and throttle position);-1;
28419.956925;Положение дроссельной заслонки;7.45098039215686;%
28420.027925;Пройденный путь;0;km
28420.027925;Пройденный путь (общий);5.33987879191667;km
28420.027925;Скорость автомобиля;0;km/h
28420.027925;Средняя скорость;0;km/h
28420.027925;Ускорение;0;g
28420.062925;Power from MAF;0;hp
28420.062925;Использовано топлива;0;L
28420.062925;Использовано топлива (общий);0.838305988334731;L
28420.062925;Массовый расход воздуха;0;g/sec
28420.062925;Мгновенный расход топлива (л/ч);0;L/h
28420.062925;Моментальная мощность двигателя (от расхода топлива);0;hp
28420.062925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28420.062925;Стоимость топлива;0;₽
28420.062925;Стоимость топлива (общий);39.82;₽
28420.087925;Fuel economizer (based on fuel system status and throttle position);-1;
28420.087925;Положение дроссельной заслонки;7.45098039215686;%
28420.157925;Пройденный путь;0;km
28420.157925;Пройденный путь (общий);5.33987879191667;km
28420.157925;Скорость автомобиля;0;km/h
28420.157925;Средняя скорость;0;km/h
28420.157925;Ускорение;0;g
28420.182925;Power from MAF;0;hp
28420.182925;Использовано топлива;0;L
28420.182925;Использовано топлива (общий);0.838305988334731;L
28420.182925;Массовый расход воздуха;0;g/sec
28420.182925;Мгновенный расход топлива (л/ч);0;L/h
28420.182925;Моментальная мощность двигателя (от расхода топлива);0;hp
28420.182925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28420.182925;Стоимость топлива;0;₽
28420.182925;Стоимость топлива (общий);39.82;₽
28420.218925;Fuel economizer (based on fuel system status and throttle position);-1;
28420.218925;Положение дроссельной заслонки;7.45098039215686;%
28420.306925;Пройденный путь;0;km
28420.306925;Пройденный путь (общий);5.33987879191667;km
28420.306925;Скорость автомобиля;0;km/h
28420.306925;Средняя скорость;0;km/h
28420.306925;Ускорение;0;g
28420.339925;Power from MAF;0;hp
28420.339925;Использовано топлива;0;L
28420.339925;Использовано топлива (общий);0.838305988334731;L
28420.339925;Массовый расход воздуха;0;g/sec
28420.339925;Мгновенный расход топлива (л/ч);0;L/h
28420.339925;Моментальная мощность двигателя (от расхода топлива);0;hp
28420.339925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28420.339925;Стоимость топлива;0;₽
28420.339925;Стоимость топлива (общий);39.82;₽
28420.385925;Fuel economizer (based on fuel system status and throttle position);-1;
28420.385925;Положение дроссельной заслонки;7.45098039215686;%
28420.457925;Пройденный путь;0;km
28420.457925;Пройденный путь (общий);5.33987879191667;km
28420.457925;Скорость автомобиля;0;km/h
28420.457925;Средняя скорость;0;km/h
28420.457925;Ускорение;0;g
28420.492925;Power from MAF;0;hp
28420.492925;Использовано топлива;0;L
28420.492925;Использовано топлива (общий);0.838305988334731;L
28420.492925;Массовый расход воздуха;0;g/sec
28420.492925;Мгновенный расход топлива (л/ч);0;L/h
28420.492925;Моментальная мощность двигателя (от расхода топлива);0;hp
28420.492925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28420.492925;Стоимость топлива;0;₽
28420.492925;Стоимость топлива (общий);39.82;₽
28420.547925;Fuel economizer (based on fuel system status and throttle position);-1;
28420.547925;Положение дроссельной заслонки;7.45098039215686;%
28420.617925;Пройденный путь;0;km
28420.617925;Пройденный путь (общий);5.33987879191667;km
28420.617925;Скорость автомобиля;0;km/h
28420.617925;Средняя скорость;0;km/h
28420.617925;Ускорение;0;g
28420.654925;Power from MAF;0;hp
28420.654925;Использовано топлива;0;L
28420.654925;Использовано топлива (общий);0.838305988334731;L
28420.654925;Массовый расход воздуха;0;g/sec
28420.654925;Мгновенный расход топлива (л/ч);0;L/h
28420.654925;Моментальная мощность двигателя (от расхода топлива);0;hp
28420.654925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28420.654925;Стоимость топлива;0;₽
28420.654925;Стоимость топлива (общий);39.82;₽
28420.690925;Fuel economizer (based on fuel system status and throttle position);-1;
28420.690925;Положение дроссельной заслонки;7.45098039215686;%
28420.760925;Пройденный путь;0;km
28420.760925;Пройденный путь (общий);5.33987879191667;km
28420.760925;Скорость автомобиля;0;km/h
28420.760925;Средняя скорость;0;km/h
28420.760925;Ускорение;0;g
28420.794925;Power from MAF;0;hp
28420.794925;Использовано топлива;0;L
28420.794925;Использовано топлива (общий);0.838305988334731;L
28420.794925;Массовый расход воздуха;0;g/sec
28420.794925;Мгновенный расход топлива (л/ч);0;L/h
28420.794925;Моментальная мощность двигателя (от расхода топлива);0;hp
28420.794925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28420.794925;Стоимость топлива;0;₽
28420.794925;Стоимость топлива (общий);39.82;₽
28420.828925;Fuel economizer (based on fuel system status and throttle position);-1;
28420.828925;Положение дроссельной заслонки;7.45098039215686;%
28420.898925;Пройденный путь;0;km
28420.898925;Пройденный путь (общий);5.33987879191667;km
28420.898925;Скорость автомобиля;0;km/h
28420.898925;Средняя скорость;0;km/h
28420.898925;Ускорение;0;g
28420.924925;Power from MAF;0;hp
28420.924925;Использовано топлива;0;L
28420.924925;Использовано топлива (общий);0.838305988334731;L
28420.924925;Массовый расход воздуха;0;g/sec
28420.924925;Мгновенный расход топлива (л/ч);0;L/h
28420.924925;Моментальная мощность двигателя (от расхода топлива);0;hp
28420.924925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28420.924925;Стоимость топлива;0;₽
28420.924925;Стоимость топлива (общий);39.82;₽
28421.024925;Fuel economizer (based on fuel system status and throttle position);-1;
28421.024925;Положение дроссельной заслонки;7.45098039215686;%
28421.091925;Пройденный путь;0;km
28421.091925;Пройденный путь (общий);5.33987879191667;km
28421.091925;Скорость автомобиля;0;km/h
28421.091925;Средняя скорость;0;km/h
28421.091925;Ускорение;0;g
28421.126925;Power from MAF;0;hp
28421.126925;Использовано топлива;0;L
28421.126925;Использовано топлива (общий);0.838305988334731;L
28421.126925;Массовый расход воздуха;0;g/sec
28421.126925;Мгновенный расход топлива (л/ч);0;L/h
28421.126925;Моментальная мощность двигателя (от расхода топлива);0;hp
28421.126925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28421.126925;Стоимость топлива;0;₽
28421.126925;Стоимость топлива (общий);39.82;₽
28421.161925;Fuel economizer (based on fuel system status and throttle position);-1;
28421.161925;Положение дроссельной заслонки;7.45098039215686;%
28421.221925;Пройденный путь;0;km
28421.221925;Пройденный путь (общий);5.33987879191667;km
28421.221925;Скорость автомобиля;0;km/h
28421.221925;Средняя скорость;0;km/h
28421.221925;Ускорение;0;g
28421.257925;Power from MAF;0;hp
28421.257925;Использовано топлива;0;L
28421.257925;Использовано топлива (общий);0.838305988334731;L
28421.257925;Массовый расход воздуха;0;g/sec
28421.257925;Мгновенный расход топлива (л/ч);0;L/h
28421.257925;Моментальная мощность двигателя (от расхода топлива);0;hp
28421.257925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28421.257925;Стоимость топлива;0;₽
28421.257925;Стоимость топлива (общий);39.82;₽
28421.292925;Fuel economizer (based on fuel system status and throttle position);-1;
28421.292925;Положение дроссельной заслонки;7.45098039215686;%
28421.343925;Пройденный путь;0;km
28421.343925;Пройденный путь (общий);5.33987879191667;km
28421.343925;Скорость автомобиля;0;km/h
28421.343925;Средняя скорость;0;km/h
28421.343925;Ускорение;0;g
28421.369925;Power from MAF;0;hp
28421.369925;Использовано топлива;0;L
28421.369925;Использовано топлива (общий);0.838305988334731;L
28421.369925;Массовый расход воздуха;0;g/sec
28421.369925;Мгновенный расход топлива (л/ч);0;L/h
28421.369925;Моментальная мощность двигателя (от расхода топлива);0;hp
28421.369925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28421.369925;Стоимость топлива;0;₽
28421.369925;Стоимость топлива (общий);39.82;₽
28421.393925;Fuel economizer (based on fuel system status and throttle position);-1;
28421.393925;Положение дроссельной заслонки;7.45098039215686;%
28421.452925;Пройденный путь;0;km
28421.452925;Пройденный путь (общий);5.33987879191667;km
28421.452925;Скорость автомобиля;0;km/h
28421.452925;Средняя скорость;0;km/h
28421.452925;Ускорение;0;g
28421.487925;Power from MAF;0;hp
28421.487925;Использовано топлива;0;L
28421.487925;Использовано топлива (общий);0.838305988334731;L
28421.487925;Массовый расход воздуха;0;g/sec
28421.487925;Мгновенный расход топлива (л/ч);0;L/h
28421.487925;Моментальная мощность двигателя (от расхода топлива);0;hp
28421.487925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28421.487925;Стоимость топлива;0;₽
28421.487925;Стоимость топлива (общий);39.82;₽
28421.524925;Fuel economizer (based on fuel system status and throttle position);-1;
28421.524925;Положение дроссельной заслонки;7.45098039215686;%
28421.596925;Пройденный путь;0;km
28421.596925;Пройденный путь (общий);5.33987879191667;km
28421.596925;Скорость автомобиля;0;km/h
28421.596925;Средняя скорость;0;km/h
28421.596925;Ускорение;0;g
28421.631925;Power from MAF;0;hp
28421.631925;Использовано топлива;0;L
28421.631925;Использовано топлива (общий);0.838305988334731;L
28421.631925;Массовый расход воздуха;0;g/sec
28421.631925;Мгновенный расход топлива (л/ч);0;L/h
28421.631925;Моментальная мощность двигателя (от расхода топлива);0;hp
28421.631925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28421.631925;Стоимость топлива;0;₽
28421.631925;Стоимость топлива (общий);39.82;₽
28421.666925;Fuel economizer (based on fuel system status and throttle position);-1;
28421.666925;Положение дроссельной заслонки;7.45098039215686;%
28421.735925;Пройденный путь;0;km
28421.735925;Пройденный путь (общий);5.33987879191667;km
28421.735925;Скорость автомобиля;0;km/h
28421.735925;Средняя скорость;0;km/h
28421.735925;Ускорение;0;g
28421.760925;Power from MAF;0;hp
28421.760925;Использовано топлива;0;L
28421.760925;Использовано топлива (общий);0.838305988334731;L
28421.760925;Массовый расход воздуха;0;g/sec
28421.760925;Мгновенный расход топлива (л/ч);0;L/h
28421.760925;Моментальная мощность двигателя (от расхода топлива);0;hp
28421.760925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28421.760925;Стоимость топлива;0;₽
28421.760925;Стоимость топлива (общий);39.82;₽
28421.808925;Fuel economizer (based on fuel system status and throttle position);-1;
28421.808925;Положение дроссельной заслонки;7.45098039215686;%
28422.200925;Температура охлаждающей жидкости;-12;℃
28422.426925;Обороты двигателя;0;rpm
28422.485925;Пройденный путь;0;km
28422.485925;Пройденный путь (общий);5.33987879191667;km
28422.485925;Скорость автомобиля;0;km/h
28422.485925;Средняя скорость;0;km/h
28422.485925;Ускорение;0;g
28422.532925;Power from MAF;0;hp
28422.532925;Использовано топлива;0;L
28422.532925;Использовано топлива (общий);0.838305988334731;L
28422.532925;Массовый расход воздуха;0;g/sec
28422.532925;Мгновенный расход топлива (л/ч);0;L/h
28422.532925;Моментальная мощность двигателя (от расхода топлива);0;hp
28422.532925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28422.532925;Стоимость топлива;0;₽
28422.532925;Стоимость топлива (общий);39.82;₽
28422.589925;Fuel economizer (based on fuel system status and throttle position);-1;
28422.589925;Положение дроссельной заслонки;7.45098039215686;%
28422.691925;Температура охлаждающей жидкости;-12;℃
28422.738925;Обороты двигателя;0;rpm
28422.773925;Пройденный путь;0;km
28422.773925;Пройденный путь (общий);5.33987879191667;km
28422.773925;Скорость автомобиля;0;km/h
28422.773925;Средняя скорость;0;km/h
28422.773925;Ускорение;0;g
28422.810925;Power from MAF;0;hp
28422.810925;Использовано топлива;0;L
28422.810925;Использовано топлива (общий);0.838305988334731;L
28422.810925;Массовый расход воздуха;0;g/sec
28422.810925;Мгновенный расход топлива (л/ч);0;L/h
28422.810925;Моментальная мощность двигателя (от расхода топлива);0;hp
28422.810925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28422.810925;Стоимость топлива;0;₽
28422.810925;Стоимость топлива (общий);39.82;₽
28422.846925;Fuel economizer (based on fuel system status and throttle position);-1;
28422.846925;Положение дроссельной заслонки;7.45098039215686;%
28422.918925;Температура охлаждающей жидкости;-12;℃
28422.955925;Обороты двигателя;0;rpm
28422.992925;Пройденный путь;0;km
28422.992925;Пройденный путь (общий);5.33987879191667;km
28422.992925;Скорость автомобиля;0;km/h
28422.992925;Средняя скорость;0;km/h
28422.992925;Ускорение;0;g
28423.030925;Power from MAF;0;hp
28423.030925;Использовано топлива;0;L
28423.030925;Использовано топлива (общий);0.838305988334731;L
28423.030925;Массовый расход воздуха;0;g/sec
28423.030925;Мгновенный расход топлива (л/ч);0;L/h
28423.030925;Моментальная мощность двигателя (от расхода топлива);0;hp
28423.030925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28423.030925;Стоимость топлива;0;₽
28423.030925;Стоимость топлива (общий);39.82;₽
28423.080925;Fuel economizer (based on fuel system status and throttle position);-1;
28423.080925;Положение дроссельной заслонки;7.45098039215686;%
28423.164925;Температура охлаждающей жидкости;-12;℃
28423.201925;Обороты двигателя;0;rpm
28423.227925;Пройденный путь;0;km
28423.227925;Пройденный путь (общий);5.33987879191667;km
28423.227925;Скорость автомобиля;0;km/h
28423.227925;Средняя скорость;0;km/h
28423.227925;Ускорение;0;g
28423.253925;Power from MAF;0;hp
28423.253925;Использовано топлива;0;L
28423.253925;Использовано топлива (общий);0.838305988334731;L
28423.253925;Массовый расход воздуха;0;g/sec
28423.253925;Мгновенный расход топлива (л/ч);0;L/h
28423.253925;Моментальная мощность двигателя (от расхода топлива);0;hp
28423.253925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28423.253925;Стоимость топлива;0;₽
28423.253925;Стоимость топлива (общий);39.82;₽
28423.279925;Fuel economizer (based on fuel system status and throttle position);-1;
28423.279925;Положение дроссельной заслонки;7.45098039215686;%
28423.352925;Температура охлаждающей жидкости;-12;℃
28423.389925;Обороты двигателя;0;rpm
28423.426925;Пройденный путь;0;km
28423.426925;Пройденный путь (общий);5.33987879191667;km
28423.426925;Скорость автомобиля;0;km/h
28423.426925;Средняя скорость;0;km/h
28423.426925;Ускорение;0;g
28423.462925;Power from MAF;0;hp
28423.462925;Использовано топлива;0;L
28423.462925;Использовано топлива (общий);0.838305988334731;L
28423.462925;Массовый расход воздуха;0;g/sec
28423.462925;Мгновенный расход топлива (л/ч);0;L/h
28423.462925;Моментальная мощность двигателя (от расхода топлива);0;hp
28423.462925;Средний расход топлива (л/100 км) (общий);15.6989703512321;L/100km
28423.462925;Стоимость топлива;0;₽
28423.462925;Стоимость топлива (общий);39.82;₽
28423.492925;Fuel economizer (based on fuel system status and throttle position);-1;
28423.492925;Положение дроссельной заслонки;7.45098039215686;%
28423.562925;Температура охлаждающей жидкости;-12;℃
